time,theta,alpha,beta,theta_dot,alpha_dot,beta_dot,int_theta
1.9500000000000002,-0.26121201134664623,3.830438971322975,-0.8321396224265147,-7.697420766275708,-7.488590088483411,3.3488695125815435,0.23103571192686687
2.0,-0.5835830492353516,3.4729703541850965,-0.6167430466975616,-5.197420749272511,-6.810154597031735,5.266993516576582,0.20991583541231693
2.0500000000000003,-0.7809540861180252,3.1628587182962833,-0.3398122097386023,-2.6974207260344283,-5.594310838520777,5.81023996178179,0.17580240702848252
2.1,-0.8533251218600424,2.9331899262854972,-0.07681968010674134,-0.1974207036462601,-3.5924408419106677,4.7094612234926485,0.13494542682903082
2.15,-0.8014983791565062,2.8165767292921338,0.10353442010999468,2.270490411787704,-1.072087037823877,2.5047027851767916,0.09357483930361711
2.2,-0.6497980386088482,2.8121130230970253,0.17824860615326257,3.797523210118616,0.893538790019542,0.48386465655392513,0.05729242885948325
2.25,-0.44828406324615405,2.883806241629261,0.16857684136881126,4.26303580438915,1.9741899512698682,-0.8707352479319782,0.02984037631310819
2.3000000000000003,-0.25055706564854735,2.985438545057181,0.11275698579840938,3.6460440995151155,2.09110218584695,-1.362058974884097,0.012369348090740655
2.35,-0.10150786381584774,3.0747810456192535,0.0511206948038509,2.3159239737928683,1.4825978366359547,-1.1033926648982426,0.003567724854130779
2.4000000000000004,-0.021202723705102358,3.127127977187613,0.011445888671058063,0.8962816306369471,0.611279426098407,-0.48359958041347045,0.0004999601661070261
2.45,0.0006021585304106596,3.142001308214933,-0.00032205041963934985,-0.02408634121642638,-0.0163461850055938,0.012882016785573993,-1.505396326026649e-05
2.5,0.0,3.141592653589793,-5.831469948010985e-29,0.0,0.0,0.0,0.0
